book_id,title,author,genres,description,average_rating,ratings_count,reviews_count
268,The Heir of Magic,Stephen King,Fantasy,"Uncovering the intricacies of dragon, this masterpiece by Stephen King combines elements of Fantasy to create a breathtaking experience. Dive into a world where quest and elf shape the ultimate destiny.",3.22,750,57
269,Robot Millennium,Stephen King,Science Fiction|Romance,"Uncovering the intricacies of heart, this masterpiece by Stephen King combines elements of Science Fiction, Romance to create a breathtaking experience. Dive into a world where affection and emotional shape the ultimate destiny.",3.89,205,15
270,Mastering your Happiness,George R.R. Martin,Self-Help|Historical Fiction,"Written by the acclaimed author George R.R. Martin, this title delivers a gripping narrative centering on productivity and struggle. Ideal for fans of Self-Help, Historical Fiction, it offers an immersive journey filled with rebel, past, habits, motivation.",4.7,1573,209
271,Legacy of Vintage,Arthur Conan Doyle,Historical Fiction|Fantasy|Romance,"A compelling read about hero, empire, era, prophecy, devotion, marriage, heritage, dragon and emotional. This book explores deep themes, masterfully written by Arthur Conan Doyle. It stands out in its representation of Historical Fiction, Fantasy, Romance.",3.92,2162,237
272,A Love in Passion,Philip K. Dick,Romance|Thriller,"Uncovering the intricacies of heart, this masterpiece by Philip K. Dick combines elements of Romance, Thriller to create a breathtaking experience. Dive into a world where danger and emotional shape the ultimate destiny.",3.35,1227,173
273,The War of War,Arthur C. Clarke,Historical Fiction,"Written by the acclaimed author Arthur C. Clarke, this title delivers a gripping narrative centering on empire and vintage. Ideal for fans of Historical Fiction, it offers an immersive journey filled with century.",2.97,143,14
274,Beyond the Spaceships Frontier,Stephen King,Science Fiction,"Written by the acclaimed author Stephen King, this title delivers a gripping narrative centering on cybernetic and star. Ideal for fans of Science Fiction, it offers an immersive journey filled with dimensions.",3.64,844,93
275,Futuristic Millennium,Ken Follett,Science Fiction,"Written by the acclaimed author Ken Follett, this title delivers a gripping narrative centering on alien and future. Ideal for fans of Science Fiction, it offers an immersive journey filled with dimensions.",3.52,122,9
276,The Mind of Everything,Yuval Noah Harari,Non-fiction,"Uncovering the intricacies of exploration, this masterpiece by Yuval Noah Harari combines elements of Non-fiction to create a breathtaking experience. Dive into a world where nature and culture shape the ultimate destiny.",4.4,230,18
277,Understanding World,Stephen King,Non-fiction,"A compelling read about world, system and mind. This book explores deep themes, masterfully written by Stephen King. It stands out in its representation of Non-fiction.",3.37,15659,1822
278,Decoding World,Jane Austen,Non-fiction,"Written by the acclaimed author Jane Austen, this title delivers a gripping narrative centering on system and society. Ideal for fans of Non-fiction, it offers an immersive journey filled with facts.",3.84,824,58
279,Career and His Times,Arthur C. Clarke,Biography|Thriller|Business,"Uncovering the intricacies of agent, this masterpiece by Arthur C. Clarke combines elements of Biography, Thriller, Business to create a breathtaking experience. Dive into a world where threat and journey shape the ultimate destiny.",3.54,770,76
280,Vanished in Suspect,Sheryl Sandberg,Mystery|Romance|Historical Fiction,"Uncovering the intricacies of affection, this masterpiece by Sheryl Sandberg combines elements of Mystery, Romance, Historical Fiction to create a breathtaking experience. Dive into a world where case and emotional shape the ultimate destiny.",3.04,2174,276
281,Legacy of Empire,Jane Austen,Historical Fiction|Non-fiction,"Uncovering the intricacies of era, this masterpiece by Jane Austen combines elements of Historical Fiction, Non-fiction to create a breathtaking experience. Dive into a world where nature and exploration shape the ultimate destiny.",3.78,5568,661
282,The Shadow of Realm,Philip K. Dick,Fantasy|Biography,"Uncovering the intricacies of kingdom, this masterpiece by Philip K. Dick combines elements of Fantasy, Biography to create a breathtaking experience. Dive into a world where legacy and achievement shape the ultimate destiny.",3.1,411,54
283,Hearts in Date,Brandon Sanderson,Romance,"Written by the acclaimed author Brandon Sanderson, this title delivers a gripping narrative centering on passion and date. Ideal for fans of Romance, it offers an immersive journey filled with emotional.",4.08,2136,164
284,The Life of Journey,Dale Carnegie,Biography|Non-fiction|Self-Help,"A compelling read about productivity, lifestyle, mind, society, struggle, reality, inspiration, motivation and portrait. This book explores deep themes, masterfully written by Dale Carnegie. It stands out in its representation of Biography, Non-fiction, Self-Help.",3.01,2625,155
285,The Heir of Prophecy,Ray Bradbury,Fantasy|Non-fiction,"Uncovering the intricacies of hero, this masterpiece by Ray Bradbury combines elements of Fantasy, Non-fiction to create a breathtaking experience. Dive into a world where kingdom and magic shape the ultimate destiny.",3.77,1400,95
286,The Leadership Economy,Philip K. Dick,Business,"Written by the acclaimed author Philip K. Dick, this title delivers a gripping narrative centering on economy and strategy. Ideal for fans of Business, it offers an immersive journey filled with entrepreneur.",4.28,767,94
287,The Startup Advantage,Agatha Christie,Business|Self-Help,"Uncovering the intricacies of marketing, this masterpiece by Agatha Christie combines elements of Business, Self-Help to create a breathtaking experience. Dive into a world where lifestyle and habits shape the ultimate destiny.",4.05,2433,290
288,Whispering Relationship,Colleen Hoover,Romance,"Written by the acclaimed author Colleen Hoover, this title delivers a gripping narrative centering on affection and spark. Ideal for fans of Romance, it offers an immersive journey filled with lovers.",3.6,1421,140
289,The Life of Career,Colleen Hoover,Biography,"Written by the acclaimed author Colleen Hoover, this title delivers a gripping narrative centering on portrait and memoir. Ideal for fans of Biography, it offers an immersive journey filled with autobiography.",3.99,853,58
290,The Case of the Secrets,Simon Sinek,Mystery|Thriller,"Written by the acclaimed author Simon Sinek, this title delivers a gripping narrative centering on deadly and chase. Ideal for fans of Mystery, Thriller, it offers an immersive journey filled with clue, crime, urgency, secrets.",4.17,781,41
291,The Murder at Unravel,Yuval Noah Harari,Mystery|Non-fiction,"A compelling read about suspect, puzzle, analysis, case, reality and exploration. This book explores deep themes, masterfully written by Yuval Noah Harari. It stands out in its representation of Mystery, Non-fiction.",3.31,2353,335
292,The Escape Threat,Ray Bradbury,Thriller|Romance,"A compelling read about survival, heart, affection, threat, marriage and escape. This book explores deep themes, masterfully written by Ray Bradbury. It stands out in its representation of Thriller, Romance.",4.31,603,81
293,Whispering Lovers,Brandon Sanderson,Romance,"Written by the acclaimed author Brandon Sanderson, this title delivers a gripping narrative centering on affection and devotion. Ideal for fans of Romance, it offers an immersive journey filled with marriage.",4.22,358,19
294,The Entrepreneur Advantage,Ken Follett,Business|Science Fiction,"Uncovering the intricacies of management, this masterpiece by Ken Follett combines elements of Business, Science Fiction to create a breathtaking experience. Dive into a world where corporate and futuristic shape the ultimate destiny.",3.17,1213,75
295,The Futuristic Protocol,Dan Brown,Science Fiction,"Uncovering the intricacies of alien, this masterpiece by Dan Brown combines elements of Science Fiction to create a breathtaking experience. Dive into a world where galaxy and dimensions shape the ultimate destiny.",3.9,374,31
296,The Economy Economy,Agatha Christie,Business,"Uncovering the intricacies of management, this masterpiece by Agatha Christie combines elements of Business to create a breathtaking experience. Dive into a world where economy and entrepreneur shape the ultimate destiny.",3.68,782,63
297,The Case of the Case,Dale Carnegie,Mystery,"Written by the acclaimed author Dale Carnegie, this title delivers a gripping narrative centering on clue and mystery. Ideal for fans of Mystery, it offers an immersive journey filled with truth.",4.45,842,68
298,The Startup Advantage,Tim Ferriss,Business|Fantasy,"Uncovering the intricacies of management, this masterpiece by Tim Ferriss combines elements of Business, Fantasy to create a breathtaking experience. Dive into a world where leadership and entrepreneur shape the ultimate destiny.",4.19,934,104
299,Triumph Unveiled,Malcolm Gladwell,Biography,"Uncovering the intricacies of memoir, this masterpiece by Malcolm Gladwell combines elements of Biography to create a breathtaking experience. Dive into a world where legacy and triumph shape the ultimate destiny.",3.84,2388,343
300,The Assassin Conspiracy,Nicholas Sparks,Thriller,"A compelling read about survival, assassin and deadly. This book explores deep themes, masterfully written by Nicholas Sparks. It stands out in its representation of Thriller.",4.35,292,26
301,The Marketing Economy,Dale Carnegie,Business|Biography,"A compelling read about marketing, corporate, struggle, finance, portrait and journey. This book explores deep themes, masterfully written by Dale Carnegie. It stands out in its representation of Business, Biography.",4.83,430,59
302,The Story of Memoir,Gillian Flynn,Biography|Self-Help,"Written by the acclaimed author Gillian Flynn, this title delivers a gripping narrative centering on achievement and growth. Ideal for fans of Biography, Self-Help, it offers an immersive journey filled with mindset, discipline, portrait, life.",3.04,80,9
303,The Robot Odyssey,Walter Isaacson,Science Fiction,"Uncovering the intricacies of future, this masterpiece by Walter Isaacson combines elements of Science Fiction to create a breathtaking experience. Dive into a world where alien and robot shape the ultimate destiny.",3.61,474,40
304,Understanding Culture,Sheryl Sandberg,Non-fiction|Mystery,"Uncovering the intricacies of crime, this masterpiece by Sheryl Sandberg combines elements of Non-fiction, Mystery to create a breathtaking experience. Dive into a world where mystery and secrets shape the ultimate destiny.",3.35,188,13
305,The Century Tailor,Philip K. Dick,Historical Fiction,"Uncovering the intricacies of heritage, this masterpiece by Philip K. Dick combines elements of Historical Fiction to create a breathtaking experience. Dive into a world where past and century shape the ultimate destiny.",3.78,881,77
306,The Murder at Mystery,Adam Grant,Mystery|Non-fiction,"A compelling read about facts, clue, unravel, human, truth and culture. This book explores deep themes, masterfully written by Adam Grant. It stands out in its representation of Mystery, Non-fiction.",3.32,1508,218
307,Inside Reality,Agatha Christie,Non-fiction|Biography,"Uncovering the intricacies of memoir, this masterpiece by Agatha Christie combines elements of Non-fiction, Biography to create a breathtaking experience. Dive into a world where analysis and personal shape the ultimate destiny.",4.24,514,74
308,The Artificial intelligence Matrix,Simon Sinek,Science Fiction|Non-fiction,"A compelling read about alien, facts, spaceships, system, dimensions and exploration. This book explores deep themes, masterfully written by Simon Sinek. It stands out in its representation of Science Fiction, Non-fiction.",4.84,299,19
309,The Dimensions Matrix,J.K. Rowling,Science Fiction|Biography,"A compelling read about alien, cybernetic, personal, futuristic, portrait and life. This book explores deep themes, masterfully written by J.K. Rowling. It stands out in its representation of Science Fiction, Biography.",3.87,1201,133
310,The Empire Tailor,Robert Kiyosaki,Historical Fiction,"Uncovering the intricacies of heritage, this masterpiece by Robert Kiyosaki combines elements of Historical Fiction to create a breathtaking experience. Dive into a world where past and ancient shape the ultimate destiny.",3.09,726,49
311,The Rebel of War,George R.R. Martin,Historical Fiction|Fantasy,"A compelling read about war, vintage, spell, history, realm and dragon. This book explores deep themes, masterfully written by George R.R. Martin. It stands out in its representation of Historical Fiction, Fantasy.",3.52,341,43
312,The World Perspective,Daniel Kahneman,Non-fiction|Thriller|Mystery,"A compelling read about society, agent, world, crime, tension, human, clue, assassin and murder. This book explores deep themes, masterfully written by Daniel Kahneman. It stands out in its representation of Non-fiction, Thriller, Mystery.",3.58,543,79
313,Summer in Relationship,Neil Gaiman,Romance,"Uncovering the intricacies of passion, this masterpiece by Neil Gaiman combines elements of Romance to create a breathtaking experience. Dive into a world where marriage and emotional shape the ultimate destiny.",4.44,335,40
314,The Danger Conspiracy,James Clear,Thriller,"Uncovering the intricacies of survival, this masterpiece by James Clear combines elements of Thriller to create a breathtaking experience. Dive into a world where threat and deadly shape the ultimate destiny.",3.95,423,30
315,The Heir of Kingdom,Philip K. Dick,Fantasy,"A compelling read about realm, prophecy and dragon. This book explores deep themes, masterfully written by Philip K. Dick. It stands out in its representation of Fantasy.",3.89,107,11
316,The Futuristic Odyssey,Neil Gaiman,Science Fiction,"A compelling read about alien, dimensions and artificial intelligence. This book explores deep themes, masterfully written by Neil Gaiman. It stands out in its representation of Science Fiction.",3.42,810,111
317,Vanished in Clue,J.K. Rowling,Mystery,"A compelling read about murder, puzzle and secrets. This book explores deep themes, masterfully written by J.K. Rowling. It stands out in its representation of Mystery.",3.52,417,57
318,Vanished in Suspect,Ken Follett,Mystery|Biography,"A compelling read about triumph, clue, truth, inspiration, investigation and achievement. This book explores deep themes, masterfully written by Ken Follett. It stands out in its representation of Mystery, Biography.",4.04,2441,256
319,The Future Odyssey,Agatha Christie,Science Fiction,"Written by the acclaimed author Agatha Christie, this title delivers a gripping narrative centering on alien and dimensions. Ideal for fans of Science Fiction, it offers an immersive journey filled with technology.",3.72,255,22
320,The Truth Enigma,Dan Brown,Mystery,"Uncovering the intricacies of murder, this masterpiece by Dan Brown combines elements of Mystery to create a breathtaking experience. Dive into a world where suspect and secrets shape the ultimate destiny.",4.2,212,21
321,How to Build a Startup,Ray Bradbury,Business|Romance,"A compelling read about leadership, date, sales, devotion, finance and lovers. This book explores deep themes, masterfully written by Ray Bradbury. It stands out in its representation of Business, Romance.",3.57,870,117
322,Hearts in Spark,Arthur Conan Doyle,Romance|Fantasy,"A compelling read about elf, spell, relationship, passion, realm and emotional. This book explores deep themes, masterfully written by Arthur Conan Doyle. It stands out in its representation of Romance, Fantasy.",2.23,234,25
323,The Heir of Dragon,Ken Follett,Fantasy,"Written by the acclaimed author Ken Follett, this title delivers a gripping narrative centering on hero and prophecy. Ideal for fans of Fantasy, it offers an immersive journey filled with elf.",3.58,2328,274
324,Death on Murder,Ray Bradbury,Mystery,"A compelling read about murder, detective and puzzle. This book explores deep themes, masterfully written by Ray Bradbury. It stands out in its representation of Mystery.",3.06,1158,159
325,The Chronicles of Prophecy,Adam Grant,Fantasy,"Written by the acclaimed author Adam Grant, this title delivers a gripping narrative centering on hero and sword. Ideal for fans of Fantasy, it offers an immersive journey filled with legendary.",4.07,2516,339
326,The Nature Perspective,Isaac Asimov,Non-fiction,"Written by the acclaimed author Isaac Asimov, this title delivers a gripping narrative centering on nature and human. Ideal for fans of Non-fiction, it offers an immersive journey filled with exploration.",3.98,1568,209
327,Echoes of Galaxy,Simon Sinek,Science Fiction,"Uncovering the intricacies of cybernetic, this masterpiece by Simon Sinek combines elements of Science Fiction to create a breathtaking experience. Dive into a world where alien and technology shape the ultimate destiny.",4.28,2705,302
328,Beyond the Dimensions Frontier,Philip K. Dick,Science Fiction|Romance,"Written by the acclaimed author Philip K. Dick, this title delivers a gripping narrative centering on robot and space. Ideal for fans of Science Fiction, Romance, it offers an immersive journey filled with date, dimensions, passion, emotional.",3.51,1184,163
329,Whispers from the Spell,Brandon Sanderson,Fantasy|Romance,"A compelling read about hero, date, love, heart, dragon and kingdom. This book explores deep themes, masterfully written by Brandon Sanderson. It stands out in its representation of Fantasy, Romance.",3.72,793,66
330,The Struggle Secret,Simon Sinek,Historical Fiction,"A compelling read about empire, ancient and century. This book explores deep themes, masterfully written by Simon Sinek. It stands out in its representation of Historical Fiction.",3.49,1204,158
331,A Love in Affection,Ray Bradbury,Romance|Science Fiction,"Uncovering the intricacies of emotional, this masterpiece by Ray Bradbury combines elements of Romance, Science Fiction to create a breathtaking experience. Dive into a world where future and romance shape the ultimate destiny.",3.81,3084,156
332,The Autobiography Legacy,Simon Sinek,Biography,"Written by the acclaimed author Simon Sinek, this title delivers a gripping narrative centering on inspiration and legacy. Ideal for fans of Biography, it offers an immersive journey filled with triumph.",4.17,111,16
333,Star Millennium,Daniel Kahneman,Science Fiction,"Uncovering the intricacies of futuristic, this masterpiece by Daniel Kahneman combines elements of Science Fiction to create a breathtaking experience. Dive into a world where dimensions and robot shape the ultimate destiny.",3.19,1628,184
334,The Chronicles of Quest,Tim Ferriss,Fantasy,"Written by the acclaimed author Tim Ferriss, this title delivers a gripping narrative centering on wizard and realm. Ideal for fans of Fantasy, it offers an immersive journey filled with magic.",4.47,859,52
335,The Suspect Enigma,Dan Brown,Mystery|Fantasy|Non-fiction,"A compelling read about elf, society, wizard, nature, crime, mystery, science, investigation and kingdom. This book explores deep themes, masterfully written by Dan Brown. It stands out in its representation of Mystery, Fantasy, Non-fiction.",3.91,4415,645
336,12 Rules of Habits,George R.R. Martin,Self-Help,"Written by the acclaimed author George R.R. Martin, this title delivers a gripping narrative centering on lifestyle and growth. Ideal for fans of Self-Help, it offers an immersive journey filled with discipline.",4.34,117,16
337,The Life Legacy,J.R.R. Tolkien,Biography,"Uncovering the intricacies of inspiration, this masterpiece by J.R.R. Tolkien combines elements of Biography to create a breathtaking experience. Dive into a world where portrait and career shape the ultimate destiny.",3.6,839,67
338,The Story of Life,Peter Thiel,Biography|Historical Fiction,"A compelling read about war, struggle, generation, portrait, ancient and life. This book explores deep themes, masterfully written by Peter Thiel. It stands out in its representation of Biography, Historical Fiction.",3.64,820,88
339,Shadows of War,J.K. Rowling,Historical Fiction,"Uncovering the intricacies of empire, this masterpiece by J.K. Rowling combines elements of Historical Fiction to create a breathtaking experience. Dive into a world where generation and war shape the ultimate destiny.",4.34,106,5
340,Echoes of Technology,Simon Sinek,Science Fiction|Thriller,"A compelling read about galaxy, space, spaceships, action, assassin and escape. This book explores deep themes, masterfully written by Simon Sinek. It stands out in its representation of Science Fiction, Thriller.",3.97,353,18
341,Habits Habits,Walter Isaacson,Self-Help|Non-fiction|Historical Fiction,"A compelling read about focus, analysis, reality, rebel, human, history, past, habits and goals. This book explores deep themes, masterfully written by Walter Isaacson. It stands out in its representation of Self-Help, Non-fiction, Historical Fiction.",4.5,614,72
342,The Mystery Enigma,Dan Brown,Mystery,"Written by the acclaimed author Dan Brown, this title delivers a gripping narrative centering on crime and investigation. Ideal for fans of Mystery, it offers an immersive journey filled with unravel.",3.03,408,61
343,Danger Point,Isaac Asimov,Thriller,"A compelling read about escape, danger and threat. This book explores deep themes, masterfully written by Isaac Asimov. It stands out in its representation of Thriller.",3.15,47,3
344,The Story of Memoir,Colleen Hoover,Biography,"Written by the acclaimed author Colleen Hoover, this title delivers a gripping narrative centering on struggle and life. Ideal for fans of Biography, it offers an immersive journey filled with journey.",4.09,2174,156
345,A Love in Passion,Tim Ferriss,Romance,"Uncovering the intricacies of romance, this masterpiece by Tim Ferriss combines elements of Romance to create a breathtaking experience. Dive into a world where heart and marriage shape the ultimate destiny.",3.91,338,39
346,The Heir of Dragon,Robert Kiyosaki,Fantasy|Thriller,"Uncovering the intricacies of survival, this masterpiece by Robert Kiyosaki combines elements of Fantasy, Thriller to create a breathtaking experience. Dive into a world where wizard and kingdom shape the ultimate destiny.",3.7,167,24
347,Death on Case,J.R.R. Tolkien,Mystery,"A compelling read about suspect, unravel and secrets. This book explores deep themes, masterfully written by J.R.R. Tolkien. It stands out in its representation of Mystery.",4.63,184,16
348,The Murder at Detective,Arthur C. Clarke,Mystery,"Written by the acclaimed author Arthur C. Clarke, this title delivers a gripping narrative centering on clue and suspect. Ideal for fans of Mystery, it offers an immersive journey filled with unravel.",4.2,519,37
349,Artificial intelligence Millennium,Peter Thiel,Science Fiction,"A compelling read about dimensions, futuristic and space. This book explores deep themes, masterfully written by Peter Thiel. It stands out in its representation of Science Fiction.",3.24,3761,513
350,The Memoir Legacy,Daniel Kahneman,Biography|Mystery|Science Fiction,"A compelling read about puzzle, spaceships, technology, triumph, clue, dimensions, autobiography, investigation and portrait. This book explores deep themes, masterfully written by Daniel Kahneman. It stands out in its representation of Biography, Mystery, Science Fiction.",4.03,642,44
351,The Culture Era,Stephen King,Non-fiction,"Written by the acclaimed author Stephen King, this title delivers a gripping narrative centering on world and human. Ideal for fans of Non-fiction, it offers an immersive journey filled with reality.",3.95,1150,146
352,The Heir of Realm,J.K. Rowling,Fantasy|Thriller,"Written by the acclaimed author J.K. Rowling, this title delivers a gripping narrative centering on prophecy and conspiracy. Ideal for fans of Fantasy, Thriller, it offers an immersive journey filled with legendary, assassin, escape, realm.",4.01,1378,155
353,No Way Deadly,J.K. Rowling,Thriller,"Written by the acclaimed author J.K. Rowling, this title delivers a gripping narrative centering on survival and tension. Ideal for fans of Thriller, it offers an immersive journey filled with conspiracy.",3.89,1557,201
354,Legacy of Empire,Dale Carnegie,Historical Fiction|Biography,"A compelling read about legacy, empire, career, personal, heritage and past. This book explores deep themes, masterfully written by Dale Carnegie. It stands out in its representation of Historical Fiction, Biography.",3.34,626,39
355,The Conspiracy Target,J.R.R. Tolkien,Thriller,"Uncovering the intricacies of survival, this masterpiece by J.R.R. Tolkien combines elements of Thriller to create a breathtaking experience. Dive into a world where urgency and agent shape the ultimate destiny.",3.5,5774,404
356,The Case of the Mystery,Brandon Sanderson,Mystery|Science Fiction|Thriller,"Uncovering the intricacies of alien, this masterpiece by Brandon Sanderson combines elements of Mystery, Science Fiction, Thriller to create a breathtaking experience. Dive into a world where suspect and secrets shape the ultimate destiny.",3.47,653,70
357,The War Secret,Adam Grant,Historical Fiction,"Uncovering the intricacies of empire, this masterpiece by Adam Grant combines elements of Historical Fiction to create a breathtaking experience. Dive into a world where struggle and past shape the ultimate destiny.",4.18,303,24
358,Calculated Survival,Robert Kiyosaki,Thriller,"A compelling read about urgency, danger and assassin. This book explores deep themes, masterfully written by Robert Kiyosaki. It stands out in its representation of Thriller.",3.68,645,36
359,Conspiracy Point,Sheryl Sandberg,Thriller,"Written by the acclaimed author Sheryl Sandberg, this title delivers a gripping narrative centering on survival and urgency. Ideal for fans of Thriller, it offers an immersive journey filled with conspiracy.",3.6,36,3
360,Agent Point,Philip K. Dick,Thriller|Mystery|Historical Fiction,"Written by the acclaimed author Philip K. Dick, this title delivers a gripping narrative centering on puzzle and empire. Ideal for fans of Thriller, Mystery, Historical Fiction, it offers an immersive journey filled with danger, clue, conspiracy, action, heritage, history, murder.",4.26,179,24
361,The Facts Era,Colleen Hoover,Non-fiction|Science Fiction,"A compelling read about alien, analysis, spaceships, human, star and mind. This book explores deep themes, masterfully written by Colleen Hoover. It stands out in its representation of Non-fiction, Science Fiction.",3.36,628,46
362,Goals Habits,Dan Brown,Self-Help|Historical Fiction,"A compelling read about growth, struggle, happiness, century, success and ancient. This book explores deep themes, masterfully written by Dan Brown. It stands out in its representation of Self-Help, Historical Fiction.",4.88,647,77
363,The Startup Economy,Tim Ferriss,Business|Non-fiction,"A compelling read about management, corporate, mind, strategy, culture and exploration. This book explores deep themes, masterfully written by Tim Ferriss. It stands out in its representation of Business, Non-fiction.",3.7,686,56
364,The Crime Enigma,Dan Brown,Mystery|Historical Fiction|Science Fiction,"A compelling read about empire, struggle, spaceships, rebel, clue, truth, space, murder and artificial intelligence. This book explores deep themes, masterfully written by Dan Brown. It stands out in its representation of Mystery, Historical Fiction, Science Fiction.",3.41,695,59
365,The Futuristic Protocol,Ken Follett,Science Fiction,"Written by the acclaimed author Ken Follett, this title delivers a gripping narrative centering on star and dimensions. Ideal for fans of Science Fiction, it offers an immersive journey filled with space.",3.35,474,50
366,Decoding System,Stephen King,Non-fiction,"Written by the acclaimed author Stephen King, this title delivers a gripping narrative centering on nature and analysis. Ideal for fans of Non-fiction, it offers an immersive journey filled with facts.",4.24,1405,98
367,Becoming Achievement,Arthur Conan Doyle,Biography,"Written by the acclaimed author Arthur Conan Doyle, this title delivers a gripping narrative centering on life and achievement. Ideal for fans of Biography, it offers an immersive journey filled with legacy.",4.43,2017,107
368,The Chronicles of Wizard,Nicholas Sparks,Fantasy,"Written by the acclaimed author Nicholas Sparks, this title delivers a gripping narrative centering on spell and sword. Ideal for fans of Fantasy, it offers an immersive journey filled with kingdom.",4.62,1021,139
369,The Society Perspective,Stephen King,Non-fiction,"Uncovering the intricacies of nature, this masterpiece by Stephen King combines elements of Non-fiction to create a breathtaking experience. Dive into a world where society and facts shape the ultimate destiny.",4.2,1425,119
370,Inspiration and His Times,J.K. Rowling,Biography|Fantasy|Non-fiction,"Uncovering the intricacies of analysis, this masterpiece by J.K. Rowling combines elements of Biography, Fantasy, Non-fiction to create a breathtaking experience. Dive into a world where legacy and kingdom shape the ultimate destiny.",3.85,2080,273
371,The Habits Mindset,Nicholas Sparks,Self-Help|Romance|Business,"Written by the acclaimed author Nicholas Sparks, this title delivers a gripping narrative centering on mindset and heart. Ideal for fans of Self-Help, Romance, Business, it offers an immersive journey filled with happiness, startup, strategy, wealth, goals, spark, lovers.",4.73,290,29
372,Leading the Marketing,James Clear,Business,"Uncovering the intricacies of management, this masterpiece by James Clear combines elements of Business to create a breathtaking experience. Dive into a world where leadership and startup shape the ultimate destiny.",3.63,850,47
373,The Artificial intelligence Odyssey,James Clear,Science Fiction,"Uncovering the intricacies of star, this masterpiece by James Clear combines elements of Science Fiction to create a breathtaking experience. Dive into a world where spaceships and technology shape the ultimate destiny.",3.51,372,51
374,The Motivation Mindset,Yuval Noah Harari,Self-Help,"Written by the acclaimed author Yuval Noah Harari, this title delivers a gripping narrative centering on happiness and motivation. Ideal for fans of Self-Help, it offers an immersive journey filled with success.",3.34,352,45
375,The Life Legacy,Walter Isaacson,Biography,"A compelling read about inspiration, autobiography and career. This book explores deep themes, masterfully written by Walter Isaacson. It stands out in its representation of Biography.",3.79,8696,917
376,The Cybernetic Protocol,Brandon Sanderson,Science Fiction|Business,"Uncovering the intricacies of innovation, this masterpiece by Brandon Sanderson combines elements of Science Fiction, Business to create a breathtaking experience. Dive into a world where startup and economy shape the ultimate destiny.",3.38,1642,245
377,12 Rules of Goals,Brandon Sanderson,Self-Help,"A compelling read about productivity, growth and discipline. This book explores deep themes, masterfully written by Brandon Sanderson. It stands out in its representation of Self-Help.",3.82,768,53
378,The Sword of Legendary,Simon Sinek,Fantasy,"A compelling read about hero, spell and elf. This book explores deep themes, masterfully written by Simon Sinek. It stands out in its representation of Fantasy.",3.57,857,45
379,Life and His Times,Stephen King,Biography,"Written by the acclaimed author Stephen King, this title delivers a gripping narrative centering on autobiography and life. Ideal for fans of Biography, it offers an immersive journey filled with legacy.",3.68,89,12
380,The Human Perspective,Gillian Flynn,Non-fiction,"Uncovering the intricacies of world, this masterpiece by Gillian Flynn combines elements of Non-fiction to create a breathtaking experience. Dive into a world where exploration and facts shape the ultimate destiny.",4.22,1896,175
381,Beyond the Cybernetic Frontier,Dale Carnegie,Science Fiction|Business|Non-fiction,"A compelling read about alien, corporate, analysis, nature, startup, cybernetic, entrepreneur, exploration and artificial intelligence. This book explores deep themes, masterfully written by Dale Carnegie. It stands out in its representation of Science Fiction, Business, Non-fiction.",3.25,114,16
382,The Puzzle Alibi,Peter Thiel,Mystery,"A compelling read about murder, unravel and puzzle. This book explores deep themes, masterfully written by Peter Thiel. It stands out in its representation of Mystery.",3.1,7347,900
383,12 Rules of Growth,Daniel Kahneman,Self-Help|Historical Fiction,"A compelling read about lifestyle, struggle, happiness, vintage, discipline and past. This book explores deep themes, masterfully written by Daniel Kahneman. It stands out in its representation of Self-Help, Historical Fiction.",4.29,635,88
384,Inside Exploration,Agatha Christie,Non-fiction,"Written by the acclaimed author Agatha Christie, this title delivers a gripping narrative centering on science and analysis. Ideal for fans of Non-fiction, it offers an immersive journey filled with reality.",3.07,334,36
385,Shadows of Vintage,George R.R. Martin,Historical Fiction|Thriller,"Written by the acclaimed author George R.R. Martin, this title delivers a gripping narrative centering on war and agent. Ideal for fans of Historical Fiction, Thriller, it offers an immersive journey filled with empire, tension, assassin, century.",4.46,3484,429
386,The Dimensions Protocol,Agatha Christie,Science Fiction|Thriller,"Uncovering the intricacies of alien, this masterpiece by Agatha Christie combines elements of Science Fiction, Thriller to create a breathtaking experience. Dive into a world where spaceships and artificial intelligence shape the ultimate destiny.",3.98,292,41
387,The Story of Portrait,Gillian Flynn,Biography,"A compelling read about struggle, journey and triumph. This book explores deep themes, masterfully written by Gillian Flynn. It stands out in its representation of Biography.",3.55,297,43
388,The Unravel Enigma,Isaac Asimov,Mystery,"Uncovering the intricacies of clue, this masterpiece by Isaac Asimov combines elements of Mystery to create a breathtaking experience. Dive into a world where investigation and secrets shape the ultimate destiny.",3.95,468,46
389,The Shadow of Magic,Gillian Flynn,Fantasy|Mystery,"Written by the acclaimed author Gillian Flynn, this title delivers a gripping narrative centering on suspect and crime. Ideal for fans of Fantasy, Mystery, it offers an immersive journey filled with detective, quest, realm, magic.",4.04,426,40
390,The Story of Achievement,Simon Sinek,Biography,"A compelling read about memoir, autobiography and achievement. This book explores deep themes, masterfully written by Simon Sinek. It stands out in its representation of Biography.",2.79,882,96
391,Leading the Entrepreneur,Walter Isaacson,Business,"Written by the acclaimed author Walter Isaacson, this title delivers a gripping narrative centering on innovation and corporate. Ideal for fans of Business, it offers an immersive journey filled with strategy.",3.64,173,25
